,f_slp:fitbit_sleep_summary_rapids_sumdurationasleepmain:allday,f_slp:fitbit_sleep_summary_rapids_sumdurationasleepmain:night,f_slp:fitbit_sleep_summary_rapids_firstwaketimemain:allday,f_slp:fitbit_sleep_summary_rapids_firstbedtimemain:allday,pid,date,f_screen:phone_screen_rapids_sumdurationunlock:allday,f_screen:phone_screen_rapids_countepisodeunlock:allday,month,week,week_period,platform
1262,376.0,,732.5,1661.5,INS-W_612,2020-04-11,340.499666666667,219.0,Apr,4,2020-04-06 to  2020-04-12,android
1263,437.0,,610.5,1513.5,INS-W_612,2020-04-12,632.1195,133.0,Apr,4,2020-04-06 to  2020-04-12,android
1264,436.0,,551.0,1530.0,INS-W_612,2020-04-13,417.346133333334,221.0,Apr,5,2020-04-13 to  2020-04-19,android
1265,455.0,,553.5,1540.5,INS-W_612,2020-04-14,462.897716666667,189.0,Apr,5,2020-04-13 to  2020-04-19,android
1266,508.0,,569.5,1502.0,INS-W_612,2020-04-15,314.4315,183.0,Apr,5,2020-04-13 to  2020-04-19,android
1267,423.0,,591.5,1526.5,INS-W_612,2020-04-16,,,Apr,5,2020-04-13 to  2020-04-19,android
1268,470.0,,529.5,1712.0,INS-W_612,2020-04-17,,,Apr,5,2020-04-13 to  2020-04-19,android
1269,536.0,,771.5,1651.5,INS-W_612,2020-04-18,,,Apr,5,2020-04-13 to  2020-04-19,android
1270,456.0,,787.5,1513.5,INS-W_612,2020-04-19,68.5115166666667,17.0,Apr,5,2020-04-13 to  2020-04-19,android
1271,466.0,,576.5,1511.5,INS-W_612,2020-04-20,472.181483333333,158.0,Apr,6,2020-04-20 to  2020-04-26,android
1272,468.0,,578.0,1531.0,INS-W_612,2020-04-21,463.895616666667,169.0,Apr,6,2020-04-20 to  2020-04-26,android
1273,443.0,,588.0,1547.0,INS-W_612,2020-04-22,306.198783333333,182.0,Apr,6,2020-04-20 to  2020-04-26,android
1274,428.0,,581.5,1516.5,INS-W_612,2020-04-23,311.487466666667,213.0,Apr,6,2020-04-20 to  2020-04-26,android
1275,503.0,,571.5,1656.0,INS-W_612,2020-04-24,329.6845,231.0,Apr,6,2020-04-20 to  2020-04-26,android
1276,452.0,,744.0,1616.5,INS-W_612,2020-04-25,567.173416666667,94.0,Apr,6,2020-04-20 to  2020-04-26,android
1277,478.0,,663.5,1505.5,INS-W_612,2020-04-26,543.500633333333,176.0,Apr,6,2020-04-20 to  2020-04-26,android
1278,451.0,,575.0,1548.0,INS-W_612,2020-04-27,272.179083333333,188.0,Apr,7,2020-04-27 to  2020-05-03,android
1279,390.0,,573.5,1581.5,INS-W_612,2020-04-28,273.0471,261.0,Apr,7,2020-04-27 to  2020-05-03,android
1280,453.0,,555.5,1520.0,INS-W_612,2020-04-29,294.608616666667,221.0,Apr,7,2020-04-27 to  2020-05-03,android
1281,473.0,,573.0,1526.5,INS-W_612,2020-04-30,346.61795,184.0,Apr,7,2020-04-27 to  2020-05-03,android
1282,461.0,,596.5,1733.0,INS-W_612,2020-05-01,390.4733,160.0,May,7,2020-04-27 to  2020-05-03,android
1283,462.0,,765.0,1682.0,INS-W_612,2020-05-02,589.456333333333,85.0,May,7,2020-04-27 to  2020-05-03,android
1284,438.0,,723.0,1549.0,INS-W_612,2020-05-03,371.7639,159.0,May,7,2020-04-27 to  2020-05-03,android
1285,191.0,,569.5,1581.0,INS-W_612,2020-05-04,355.50895,115.0,May,8,2020-05-04 to  2020-05-10,android
1286,482.0,,354.5,1521.0,INS-W_612,2020-05-05,353.454,162.0,May,8,2020-05-04 to  2020-05-10,android
1287,482.0,,585.0,1530.0,INS-W_612,2020-05-06,401.748216666667,179.0,May,8,2020-05-04 to  2020-05-10,android
1288,394.0,,601.0,1597.0,INS-W_612,2020-05-07,405.0517,175.0,May,8,2020-05-04 to  2020-05-10,android
1289,581.0,,590.0,1729.0,INS-W_612,2020-05-08,284.828716666667,172.0,May,8,2020-05-04 to  2020-05-10,android
1290,422.0,,901.5,1736.0,INS-W_612,2020-05-09,616.073016666667,56.0,May,8,2020-05-04 to  2020-05-10,android
1291,416.0,,742.0,1582.0,INS-W_612,2020-05-10,490.50005,106.0,May,8,2020-05-04 to  2020-05-10,android
1292,422.0,,591.0,1563.0,INS-W_612,2020-05-11,250.08995,185.0,May,9,2020-05-11 to  2020-05-17,android
1293,469.0,,581.0,1534.5,INS-W_612,2020-05-12,234.1699,153.0,May,9,2020-05-11 to  2020-05-17,android
1294,410.0,,588.5,1547.5,INS-W_612,2020-05-13,298.97135,128.0,May,9,2020-05-11 to  2020-05-17,android
1295,542.0,,534.0,1571.5,INS-W_612,2020-05-14,438.326583333333,167.0,May,9,2020-05-11 to  2020-05-17,android
1296,478.0,,714.0,1660.5,INS-W_612,2020-05-15,387.795116666667,146.0,May,9,2020-05-11 to  2020-05-17,android
1297,267.0,,744.5,1669.0,INS-W_612,2020-05-16,608.491966666666,82.0,May,9,2020-05-11 to  2020-05-17,android
1298,,,507.5,,INS-W_612,2020-05-17,648.525416666667,60.0,May,9,2020-05-11 to  2020-05-17,android
1299,464.0,,,1524.0,INS-W_612,2020-05-18,535.403516666667,156.0,May,10,2020-05-18 to  2020-05-24,android
1300,429.0,,583.0,1583.5,INS-W_612,2020-05-19,385.24675,131.0,May,10,2020-05-18 to  2020-05-24,android
1301,410.0,,599.0,1579.5,INS-W_612,2020-05-20,304.623783333333,121.0,May,10,2020-05-18 to  2020-05-24,android
1302,459.0,,578.0,1556.0,INS-W_612,2020-05-21,461.702166666667,129.0,May,10,2020-05-18 to  2020-05-24,android
1303,491.0,,594.5,1650.5,INS-W_612,2020-05-22,308.569683333333,118.0,May,10,2020-05-18 to  2020-05-24,android
1304,449.0,,707.0,1753.5,INS-W_612,2020-05-23,625.870433333333,90.0,May,10,2020-05-18 to  2020-05-24,android
1305,419.0,,786.5,1590.0,INS-W_612,2020-05-24,518.48225,148.0,May,10,2020-05-18 to  2020-05-24,android
1306,456.0,,591.0,1574.0,INS-W_612,2020-05-25,400.197966666667,129.0,May,11,2020-05-25 to  2020-05-31,android
1307,434.0,,605.0,1563.0,INS-W_612,2020-05-26,449.281266666666,132.0,May,11,2020-05-25 to  2020-05-31,android
1308,470.0,,597.0,1522.5,INS-W_612,2020-05-27,393.758666666666,147.0,May,11,2020-05-25 to  2020-05-31,android
1309,435.0,,586.5,1569.0,INS-W_612,2020-05-28,333.722716666667,125.0,May,11,2020-05-25 to  2020-05-31,android
1310,352.0,,590.0,1739.5,INS-W_612,2020-05-29,440.255316666667,192.0,May,11,2020-05-25 to  2020-05-31,android
1311,525.0,,662.5,1701.5,INS-W_612,2020-05-30,509.809316666666,95.0,May,11,2020-05-25 to  2020-05-31,android
1312,423.0,,816.0,1599.5,INS-W_612,2020-05-31,342.326083333333,136.0,May,11,2020-05-25 to  2020-05-31,android
1313,426.0,,619.0,1572.0,INS-W_612,2020-06-01,444.2994,122.0,June,12,2020-06-01 to  2020-06-07,android
1314,447.0,,606.0,1569.5,INS-W_612,2020-06-02,310.479333333333,119.0,June,12,2020-06-01 to  2020-06-07,android
1315,453.0,,602.0,1558.0,INS-W_612,2020-06-03,331.231316666667,152.0,June,12,2020-06-01 to  2020-06-07,android
1316,465.0,,613.5,1534.0,INS-W_612,2020-06-04,311.6408,186.0,June,12,2020-06-01 to  2020-06-07,android
1317,474.0,,573.0,1693.0,INS-W_612,2020-06-05,268.355916666667,121.0,June,12,2020-06-01 to  2020-06-07,android
1318,586.0,,755.0,1673.0,INS-W_612,2020-06-06,381.5849,90.0,June,12,2020-06-01 to  2020-06-07,android
1319,403.0,,856.0,1606.5,INS-W_612,2020-06-07,392.048166666666,87.0,June,12,2020-06-01 to  2020-06-07,android
1320,462.0,,592.5,1548.5,INS-W_612,2020-06-08,329.130416666666,142.0,June,13,2020-06-08 to  2020-06-14,android
1321,446.0,,588.0,1549.0,INS-W_612,2020-06-09,182.411183333333,70.0,June,13,2020-06-08 to  2020-06-14,android
1322,464.0,,576.0,1534.5,INS-W_612,2020-06-10,,,June,13,2020-06-08 to  2020-06-14,android
1323,454.0,,583.0,1550.5,INS-W_612,2020-06-11,,,June,13,2020-06-08 to  2020-06-14,android
1324,397.0,,588.0,1729.0,INS-W_612,2020-06-12,,,June,13,2020-06-08 to  2020-06-14,android
1325,489.0,,729.5,1649.0,INS-W_612,2020-06-13,,,June,13,2020-06-08 to  2020-06-14,android
1326,,,,,INS-W_612,2020-06-14,,,June,13,2020-06-08 to  2020-06-14,android
1327,,,,,INS-W_612,2020-06-15,,,June,14,2020-06-15 to  2020-06-21,android
1328,,,,,INS-W_612,2020-06-16,,,June,14,2020-06-15 to  2020-06-21,android
1329,,,,,INS-W_612,2020-06-17,,,June,14,2020-06-15 to  2020-06-21,android
1330,,,,,INS-W_612,2020-06-18,,,June,14,2020-06-15 to  2020-06-21,android
1331,,,,,INS-W_612,2020-06-19,,,June,14,2020-06-15 to  2020-06-21,android
1332,,,,,INS-W_612,2020-06-20,,,June,14,2020-06-15 to  2020-06-21,android
1333,,,,,INS-W_612,2020-06-21,,,June,14,2020-06-15 to  2020-06-21,android
1334,,,,,INS-W_612,2020-06-22,,,June,15,2020-06-22 to  2020-06-28,android
1335,,,,,INS-W_612,2020-06-23,,,June,15,2020-06-22 to  2020-06-28,android
1336,,,,,INS-W_612,2020-06-24,,,June,15,2020-06-22 to  2020-06-28,android
1337,,,,,INS-W_612,2020-06-25,,,June,15,2020-06-22 to  2020-06-28,android
1338,,,,,INS-W_612,2020-06-26,,,June,15,2020-06-22 to  2020-06-28,android
1339,,,,,INS-W_613,2020-03-16,,,Mar,1,2020-03-16 to  2020-03-22,android
1340,475.0,,,1551.0,INS-W_613,2020-03-17,,,Mar,1,2020-03-16 to  2020-03-22,android
1341,409.0,,610.0,1581.0,INS-W_613,2020-03-18,,,Mar,1,2020-03-16 to  2020-03-22,android
1342,428.0,,611.0,1557.0,INS-W_613,2020-03-19,,,Mar,1,2020-03-16 to  2020-03-22,android
1343,575.0,,599.5,1491.0,INS-W_613,2020-03-20,75.5687,46.0,Mar,1,2020-03-16 to  2020-03-22,android
1344,,,674.0,,INS-W_613,2020-03-21,62.3434833333333,38.0,Mar,1,2020-03-16 to  2020-03-22,android
1345,424.0,,,1430.5,INS-W_613,2020-03-22,175.14545,55.0,Mar,1,2020-03-16 to  2020-03-22,android
1346,361.0,,436.5,1482.5,INS-W_613,2020-03-23,102.205,62.0,Mar,2,2020-03-23 to  2020-03-29,android
1347,442.0,,461.5,1413.5,INS-W_613,2020-03-24,173.299816666667,78.0,Mar,2,2020-03-23 to  2020-03-29,android
1348,,,442.0,,INS-W_613,2020-03-25,162.756933333333,65.0,Mar,2,2020-03-23 to  2020-03-29,android
1349,477.0,,,1380.5,INS-W_613,2020-03-26,171.662016666667,84.0,Mar,2,2020-03-23 to  2020-03-29,android
1350,394.0,,468.5,1555.5,INS-W_613,2020-03-27,282.9413,72.0,Mar,2,2020-03-23 to  2020-03-29,android
1351,,,541.0,,INS-W_613,2020-03-28,281.63715,52.0,Mar,2,2020-03-23 to  2020-03-29,android
1352,,,,,INS-W_613,2020-03-29,238.823883333333,71.0,Mar,2,2020-03-23 to  2020-03-29,android
1353,,,,,INS-W_613,2020-03-30,113.492733333333,49.0,Mar,3,2020-03-30 to  2020-04-05,android
1354,426.0,,,1426.5,INS-W_613,2020-03-31,168.2485,60.0,Mar,3,2020-03-30 to  2020-04-05,android
1355,473.0,,457.5,1446.0,INS-W_613,2020-04-01,129.165633333333,41.0,Apr,3,2020-03-30 to  2020-04-05,android
1356,485.0,,514.0,1378.0,INS-W_613,2020-04-02,116.167616666667,39.0,Apr,3,2020-03-30 to  2020-04-05,android
1357,,,464.5,,INS-W_613,2020-04-03,111.723916666667,43.0,Apr,3,2020-03-30 to  2020-04-05,android
1358,502.0,,,1483.0,INS-W_613,2020-04-04,144.8485,79.0,Apr,3,2020-03-30 to  2020-04-05,android
1359,213.0,,575.0,1656.0,INS-W_613,2020-04-05,130.773483333333,58.0,Apr,3,2020-03-30 to  2020-04-05,android
1360,370.0,,455.5,1476.0,INS-W_613,2020-04-06,119.0118,59.0,Apr,4,2020-04-06 to  2020-04-12,android
1361,465.0,,435.5,1414.0,INS-W_613,2020-04-07,237.56725,66.0,Apr,4,2020-04-06 to  2020-04-12,android
1362,492.0,,468.0,1429.0,INS-W_613,2020-04-08,104.951083333333,49.0,Apr,4,2020-04-06 to  2020-04-12,android
1363,427.0,,515.5,1467.0,INS-W_613,2020-04-09,110.0376,66.0,Apr,4,2020-04-06 to  2020-04-12,android
1364,304.0,,468.0,1500.0,INS-W_613,2020-04-10,144.2382,56.0,Apr,4,2020-04-06 to  2020-04-12,android
1365,263.0,,379.5,1438.0,INS-W_613,2020-04-11,141.71895,55.0,Apr,4,2020-04-06 to  2020-04-12,android
1366,473.0,,274.0,1409.0,INS-W_613,2020-04-12,91.0799,38.0,Apr,4,2020-04-06 to  2020-04-12,android
1367,451.0,,469.5,1421.5,INS-W_613,2020-04-13,207.801083333333,44.0,Apr,5,2020-04-13 to  2020-04-19,android
1368,469.0,,480.5,1418.0,INS-W_613,2020-04-14,168.2774,73.0,Apr,5,2020-04-13 to  2020-04-19,android
1369,431.0,,478.5,1485.0,INS-W_613,2020-04-15,96.5033,39.0,Apr,5,2020-04-13 to  2020-04-19,android
1370,285.0,,514.0,1427.5,INS-W_613,2020-04-16,,,Apr,5,2020-04-13 to  2020-04-19,android
1371,467.0,,296.0,1503.5,INS-W_613,2020-04-17,,,Apr,5,2020-04-13 to  2020-04-19,android
1372,390.0,,576.0,1558.0,INS-W_613,2020-04-18,,,Apr,5,2020-04-13 to  2020-04-19,android
1373,,,548.5,,INS-W_613,2020-04-19,,,Apr,5,2020-04-13 to  2020-04-19,android
1374,,,,,INS-W_613,2020-04-20,,,Apr,6,2020-04-20 to  2020-04-26,android
1375,444.0,,,1442.5,INS-W_613,2020-04-21,,,Apr,6,2020-04-20 to  2020-04-26,android
1376,449.0,,469.5,1491.0,INS-W_613,2020-04-22,,,Apr,6,2020-04-20 to  2020-04-26,android
1377,354.0,,533.5,1495.0,INS-W_613,2020-04-23,,,Apr,6,2020-04-20 to  2020-04-26,android
1378,476.0,,431.0,1516.0,INS-W_613,2020-04-24,96.7075666666667,71.0,Apr,6,2020-04-20 to  2020-04-26,android
1379,425.0,,574.5,1529.0,INS-W_613,2020-04-25,145.969516666667,54.0,Apr,6,2020-04-20 to  2020-04-26,android
1380,413.0,,540.0,1494.0,INS-W_613,2020-04-26,202.03045,46.0,Apr,6,2020-04-20 to  2020-04-26,android
1381,412.0,,483.5,1465.0,INS-W_613,2020-04-27,180.0393,41.0,Apr,7,2020-04-27 to  2020-05-03,android
1382,433.0,,453.0,1456.5,INS-W_613,2020-04-28,171.953133333333,54.0,Apr,7,2020-04-27 to  2020-05-03,android
1383,476.0,,476.5,1453.0,INS-W_613,2020-04-29,139.8658,41.0,Apr,7,2020-04-27 to  2020-05-03,android
1384,,,516.5,,INS-W_613,2020-04-30,204.890866666667,58.0,Apr,7,2020-04-27 to  2020-05-03,android
1385,432.0,,,1493.0,INS-W_613,2020-05-01,131.5837,47.0,May,7,2020-04-27 to  2020-05-03,android
1386,,,515.5,,INS-W_613,2020-05-02,168.19915,61.0,May,7,2020-04-27 to  2020-05-03,android
1387,376.0,,,1463.5,INS-W_613,2020-05-03,165.5935,62.0,May,7,2020-04-27 to  2020-05-03,android
1388,,,437.0,,INS-W_613,2020-05-04,202.3471,54.0,May,8,2020-05-04 to  2020-05-10,android
1389,453.0,,,1416.0,INS-W_613,2020-05-05,219.80355,67.0,May,8,2020-05-04 to  2020-05-10,android
1390,425.0,,468.5,1504.0,INS-W_613,2020-05-06,189.855466666667,68.0,May,8,2020-05-04 to  2020-05-10,android
1391,,,516.0,,INS-W_613,2020-05-07,291.8784,83.0,May,8,2020-05-04 to  2020-05-10,android
1392,,,,,INS-W_613,2020-05-08,165.240583333333,54.0,May,8,2020-05-04 to  2020-05-10,android
1393,,,,,INS-W_613,2020-05-09,196.574683333333,64.0,May,8,2020-05-04 to  2020-05-10,android
1394,,,,,INS-W_613,2020-05-10,176.089,61.0,May,8,2020-05-04 to  2020-05-10,android
1395,,,,,INS-W_613,2020-05-11,223.813116666667,54.0,May,9,2020-05-11 to  2020-05-17,android
1396,450.0,,,1445.5,INS-W_613,2020-05-12,175.741116666667,62.0,May,9,2020-05-11 to  2020-05-17,android
1397,458.0,,466.5,1480.5,INS-W_613,2020-05-13,93.3672666666667,41.0,May,9,2020-05-11 to  2020-05-17,android
1398,,,516.5,,INS-W_613,2020-05-14,185.473083333333,48.0,May,9,2020-05-11 to  2020-05-17,android
1399,457.0,,,1525.0,INS-W_613,2020-05-15,159.019183333333,80.0,May,9,2020-05-11 to  2020-05-17,android
1400,404.0,,568.5,1538.5,INS-W_613,2020-05-16,131.388516666667,68.0,May,9,2020-05-11 to  2020-05-17,android
1401,487.0,,530.0,1549.5,INS-W_613,2020-05-17,165.785416666667,54.0,May,9,2020-05-11 to  2020-05-17,android
1402,413.0,,620.5,1481.0,INS-W_613,2020-05-18,99.5455666666667,57.0,May,10,2020-05-18 to  2020-05-24,android
1403,414.0,,478.5,1476.0,INS-W_613,2020-05-19,207.101033333333,71.0,May,10,2020-05-18 to  2020-05-24,android
1404,448.0,,465.0,1476.5,INS-W_613,2020-05-20,145.172716666667,43.0,May,10,2020-05-18 to  2020-05-24,android
1405,295.0,,518.0,1541.0,INS-W_613,2020-05-21,198.9219,54.0,May,10,2020-05-18 to  2020-05-24,android
1406,429.0,,416.0,1599.0,INS-W_613,2020-05-22,234.691833333333,71.0,May,10,2020-05-18 to  2020-05-24,android
1407,393.0,,617.5,1572.0,INS-W_613,2020-05-23,248.118633333333,114.0,May,10,2020-05-18 to  2020-05-24,android
1408,396.0,,555.0,1495.0,INS-W_613,2020-05-24,199.399366666667,79.0,May,10,2020-05-18 to  2020-05-24,android
1409,401.0,,475.5,1483.0,INS-W_613,2020-05-25,227.810233333333,106.0,May,11,2020-05-25 to  2020-05-31,android
1410,405.0,,465.5,1486.5,INS-W_613,2020-05-26,237.27195,85.0,May,11,2020-05-25 to  2020-05-31,android
1411,421.0,,477.0,1506.5,INS-W_613,2020-05-27,167.904983333333,86.0,May,11,2020-05-25 to  2020-05-31,android
1412,397.0,,520.0,1481.5,INS-W_613,2020-05-28,248.423033333333,84.0,May,11,2020-05-25 to  2020-05-31,android
1413,495.0,,476.0,1507.0,INS-W_613,2020-05-29,222.586583333333,69.0,May,11,2020-05-25 to  2020-05-31,android
1414,383.0,,580.5,1694.0,INS-W_613,2020-05-30,112.125066666667,99.0,May,11,2020-05-25 to  2020-05-31,android
1415,468.0,,661.0,1514.0,INS-W_613,2020-05-31,191.326266666667,49.0,May,11,2020-05-25 to  2020-05-31,android
1416,505.0,,571.0,1444.0,INS-W_613,2020-06-01,193.0053,46.0,June,12,2020-06-01 to  2020-06-07,android
1417,506.0,,544.5,1520.5,INS-W_613,2020-06-02,119.392,41.0,June,12,2020-06-01 to  2020-06-07,android
1418,433.0,,606.5,1537.5,INS-W_613,2020-06-03,294.198416666667,48.0,June,12,2020-06-01 to  2020-06-07,android
1419,390.0,,564.0,1499.0,INS-W_613,2020-06-04,304.186,77.0,June,12,2020-06-01 to  2020-06-07,android
1420,403.0,,498.5,1570.5,INS-W_613,2020-06-05,328.624616666666,55.0,June,12,2020-06-01 to  2020-06-07,android
1421,,,559.0,,INS-W_613,2020-06-06,48.9902666666667,49.0,June,12,2020-06-01 to  2020-06-07,android
1422,,,,,INS-W_613,2020-06-07,71.0666833333333,10.0,June,12,2020-06-01 to  2020-06-07,android
1423,,,,,INS-W_613,2020-06-08,,,June,13,2020-06-08 to  2020-06-14,android
1424,,,,,INS-W_613,2020-06-09,,,June,13,2020-06-08 to  2020-06-14,android
1425,,,,,INS-W_613,2020-06-10,,,June,13,2020-06-08 to  2020-06-14,android
1426,,,,,INS-W_613,2020-06-11,,,June,13,2020-06-08 to  2020-06-14,android
1427,,,,,INS-W_613,2020-06-12,,,June,13,2020-06-08 to  2020-06-14,android
1428,,,,,INS-W_613,2020-06-13,,,June,13,2020-06-08 to  2020-06-14,android
1429,,,,,INS-W_613,2020-06-14,,,June,13,2020-06-08 to  2020-06-14,android
1430,,,,,INS-W_613,2020-06-15,,,June,14,2020-06-15 to  2020-06-21,android
1431,,,,,INS-W_613,2020-06-16,,,June,14,2020-06-15 to  2020-06-21,android
1432,,,,,INS-W_613,2020-06-17,,,June,14,2020-06-15 to  2020-06-21,android
1433,,,,,INS-W_613,2020-06-18,,,June,14,2020-06-15 to  2020-06-21,android
1434,,,,,INS-W_613,2020-06-19,,,June,14,2020-06-15 to  2020-06-21,android
1435,,,,,INS-W_613,2020-06-20,,,June,14,2020-06-15 to  2020-06-21,android
1436,,,,,INS-W_613,2020-06-21,,,June,14,2020-06-15 to  2020-06-21,android
1437,,,,,INS-W_613,2020-06-22,,,June,15,2020-06-22 to  2020-06-28,android
1438,,,,,INS-W_613,2020-06-23,,,June,15,2020-06-22 to  2020-06-28,android
1439,,,,,INS-W_613,2020-06-24,,,June,15,2020-06-22 to  2020-06-28,android
1440,,,,,INS-W_613,2020-06-25,,,June,15,2020-06-22 to  2020-06-28,android
1441,,,,,INS-W_613,2020-06-26,,,June,15,2020-06-22 to  2020-06-28,android
1442,292.0,,,1640.0,INS-W_614,2020-03-16,508.57425,48.0,Mar,1,2020-03-16 to  2020-03-22,ios
1443,,,523.0,,INS-W_614,2020-03-17,840.278116666669,24.0,Mar,1,2020-03-16 to  2020-03-22,ios
1444,,,,,INS-W_614,2020-03-18,790.984050000001,55.0,Mar,1,2020-03-16 to  2020-03-22,ios
1445,,,,,INS-W_614,2020-03-19,933.767466666668,40.0,Mar,1,2020-03-16 to  2020-03-22,ios
1446,,,,,INS-W_614,2020-03-20,703.390433333334,43.0,Mar,1,2020-03-16 to  2020-03-22,ios
1447,,,,,INS-W_614,2020-03-21,483.336683333334,37.0,Mar,1,2020-03-16 to  2020-03-22,ios
1448,406.0,,,1555.5,INS-W_614,2020-03-22,505.9411,23.0,Mar,1,2020-03-16 to  2020-03-22,ios
1449,348.0,,567.0,1537.5,INS-W_614,2020-03-23,92.2756166666666,4.0,Mar,2,2020-03-23 to  2020-03-29,ios
1450,510.0,,470.0,1497.5,INS-W_614,2020-03-24,,,Mar,2,2020-03-23 to  2020-03-29,ios
1451,395.0,,630.5,1467.0,INS-W_614,2020-03-25,464.12655,34.0,Mar,2,2020-03-23 to  2020-03-29,ios
1452,379.0,,473.5,1561.0,INS-W_614,2020-03-26,593.612916666667,43.0,Mar,2,2020-03-23 to  2020-03-29,ios
1453,233.0,,534.0,1642.5,INS-W_614,2020-03-27,665.724400000001,55.0,Mar,2,2020-03-23 to  2020-03-29,ios
1454,399.0,,456.5,1547.0,INS-W_614,2020-03-28,611.058283333334,42.0,Mar,2,2020-03-23 to  2020-03-29,ios
1455,341.0,,543.5,1680.0,INS-W_614,2020-03-29,55.27105,3.0,Mar,2,2020-03-23 to  2020-03-29,ios
1456,310.0,,605.0,1544.0,INS-W_614,2020-03-30,,,Mar,3,2020-03-30 to  2020-04-05,ios
1457,324.0,,421.0,1660.5,INS-W_614,2020-03-31,,,Mar,3,2020-03-30 to  2020-04-05,ios
1458,,,551.0,,INS-W_614,2020-04-01,240.02405,28.0,Apr,3,2020-03-30 to  2020-04-05,ios
1459,,,,,INS-W_614,2020-04-02,779.567316666667,27.0,Apr,3,2020-03-30 to  2020-04-05,ios
1460,,,,,INS-W_614,2020-04-03,287.557116666667,32.0,Apr,3,2020-03-30 to  2020-04-05,ios
1461,,,,,INS-W_614,2020-04-04,245.399583333333,26.0,Apr,3,2020-03-30 to  2020-04-05,ios
1462,386.0,,,832.5,INS-W_614,2020-04-05,241.919183333333,66.0,Apr,3,2020-03-30 to  2020-04-05,ios
1463,362.0,,-203.0,755.0,INS-W_614,2020-04-06,865.797716666668,55.0,Apr,4,2020-04-06 to  2020-04-12,ios
1464,553.0,,-289.5,671.0,INS-W_614,2020-04-07,420.89165,65.0,Apr,4,2020-04-06 to  2020-04-12,ios
1465,253.0,,-174.5,864.0,INS-W_614,2020-04-08,304.803033333333,41.0,Apr,4,2020-04-06 to  2020-04-12,ios
1466,,,-295.5,,INS-W_614,2020-04-09,543.003683333334,43.0,Apr,4,2020-04-06 to  2020-04-12,ios
1467,,,,,INS-W_614,2020-04-10,505.578616666667,33.0,Apr,4,2020-04-06 to  2020-04-12,ios
1468,,,,,INS-W_614,2020-04-11,447.1357,27.0,Apr,4,2020-04-06 to  2020-04-12,ios
1469,483.0,,,1584.5,INS-W_614,2020-04-12,533.347633333333,52.0,Apr,4,2020-04-06 to  2020-04-12,ios
1470,298.0,,682.5,1617.0,INS-W_614,2020-04-13,558.571566666667,15.0,Apr,5,2020-04-13 to  2020-04-19,ios
1471,478.0,,483.0,1607.0,INS-W_614,2020-04-14,,,Apr,5,2020-04-13 to  2020-04-19,ios
1472,291.0,,694.5,1631.5,INS-W_614,2020-04-15,39.9993333333333,1.0,Apr,5,2020-04-13 to  2020-04-19,ios
1473,368.0,,497.0,1595.0,INS-W_614,2020-04-16,,,Apr,5,2020-04-13 to  2020-04-19,ios
1474,308.0,,561.5,1503.5,INS-W_614,2020-04-17,116.956883333333,19.0,Apr,5,2020-04-13 to  2020-04-19,ios
1475,472.0,,402.0,1552.0,INS-W_614,2020-04-18,750.731533333333,38.0,Apr,5,2020-04-13 to  2020-04-19,ios
1476,287.0,,623.0,1639.5,INS-W_614,2020-04-19,43.7202666666667,2.0,Apr,5,2020-04-13 to  2020-04-19,ios
1477,332.0,,519.0,1562.5,INS-W_614,2020-04-20,,,Apr,6,2020-04-20 to  2020-04-26,ios
1478,479.0,,495.5,1577.0,INS-W_614,2020-04-21,232.0199,39.0,Apr,6,2020-04-20 to  2020-04-26,ios
1479,334.0,,622.5,1565.5,INS-W_614,2020-04-22,548.842583333334,45.0,Apr,6,2020-04-20 to  2020-04-26,ios
1480,418.0,,489.5,1632.0,INS-W_614,2020-04-23,804.109683333333,41.0,Apr,6,2020-04-20 to  2020-04-26,ios
1481,300.0,,639.0,1524.5,INS-W_614,2020-04-24,883.411250000002,56.0,Apr,6,2020-04-20 to  2020-04-26,ios
1482,204.0,,415.5,1561.0,INS-W_614,2020-04-25,463.639833333334,17.0,Apr,6,2020-04-20 to  2020-04-26,ios
1483,346.0,,350.0,1173.5,INS-W_614,2020-04-26,432.595316666667,47.0,Apr,6,2020-04-20 to  2020-04-26,ios
1484,,,88.5,,INS-W_614,2020-04-27,787.764333333335,31.0,Apr,7,2020-04-27 to  2020-05-03,ios
1485,473.0,,,1411.5,INS-W_614,2020-04-28,766.520366666666,48.0,Apr,7,2020-04-27 to  2020-05-03,ios
1486,302.0,,481.5,1568.5,INS-W_614,2020-04-29,442.322666666666,48.0,Apr,7,2020-04-27 to  2020-05-03,ios
1487,482.0,,471.5,1523.5,INS-W_614,2020-04-30,707.911183333334,41.0,Apr,7,2020-04-27 to  2020-05-03,ios
1488,262.0,,621.5,1533.0,INS-W_614,2020-05-01,997.435400000002,30.0,May,7,2020-04-27 to  2020-05-03,ios
1489,392.0,,395.5,1525.5,INS-W_614,2020-05-02,614.013983333334,81.0,May,7,2020-04-27 to  2020-05-03,ios
1490,373.0,,531.5,1543.0,INS-W_614,2020-05-03,540.009633333334,66.0,May,7,2020-04-27 to  2020-05-03,ios
1491,428.0,,519.5,1509.0,INS-W_614,2020-05-04,663.333633333334,74.0,May,8,2020-05-04 to  2020-05-10,ios
1492,392.0,,505.5,1575.5,INS-W_614,2020-05-05,373.887616666667,77.0,May,8,2020-05-04 to  2020-05-10,ios
